"Gene > Systematic Name","Gene > Standard Name","Gene > Interactions > Participant 2 . Secondary Identifier","Gene > Interactions > Participant 2 > Standard Name","Gene > Interactions > Details > Relationship Type"
"YAL024C","LTE1","YJR050W","ISY1","genetic"
"YAL024C","LTE1","YJR051W","OSM1","genetic"
"YAL024C","LTE1","YJR053W","BFA1","genetic"
"YAL024C","LTE1","YJR053W","BFA1","genetic"
"YAL024C","LTE1","YJR053W","BFA1","genetic"
"YAL024C","LTE1","YJR053W","BFA1","genetic"
"YAL024C","LTE1","YJR053W","BFA1","genetic"
"YAL024C","LTE1","YJR054W","KCH1","genetic"
"YAL024C","LTE1","YJR055W","HIT1","genetic"
"YAL024C","LTE1","YJR055W","HIT1","genetic"
"YAL024C","LTE1","YJR055W","HIT1","genetic"
"YAL024C","LTE1","YJR058C","APS2","genetic"
"YAL024C","LTE1","YJR066W","TOR1","genetic"
"YAL024C","LTE1","YJR066W","TOR1","genetic"
"YAL024C","LTE1","YJR074W","MOG1","genetic"
"YAL024C","LTE1","YJR097W","JJJ3","genetic"
"YAL024C","LTE1","YJR097W","JJJ3","genetic"
"YAL024C","LTE1","YJR102C","VPS25","genetic"
"YAL024C","LTE1","YJR104C","SOD1","physical"
"YAL024C","LTE1","YJR123W","RPS5","physical"
"YAL024C","LTE1","YKL006W","RPL14A","genetic"
"YAL024C","LTE1","YKL009W","MRT4","genetic"
"YAL024C","LTE1","YKL021C","MAK11","genetic"
"YAL024C","LTE1","YKL032C","IXR1","genetic"
"YAL024C","LTE1","YKL053C-A","MDM35","genetic"
"YAL024C","LTE1","YKL074C","MUD2","genetic"
"YAL024C","LTE1","YKL078W","DHR2","genetic"
"YAL024C","LTE1","YKL089W","MIF2","genetic"
"YAL024C","LTE1","YKL095W","YJU2","genetic"
"YAL024C","LTE1","YKL101W","HSL1","genetic"
"YAL024C","LTE1","YKL101W","HSL1","genetic"
"YAL024C","LTE1","YKL101W","HSL1","genetic"
"YAL024C","LTE1","YKL101W","HSL1","genetic"
"YAL024C","LTE1","YKL101W","HSL1","genetic"
"YAL024C","LTE1","YKL113C","RAD27","genetic"
"YAL024C","LTE1","YKL113C","RAD27","genetic"
"YAL024C","LTE1","YKL113C","RAD27","genetic"
"YAL024C","LTE1","YKL121W","DGR2","genetic"
"YAL024C","LTE1","YKL133C","RCI50","genetic"
"YAL024C","LTE1","YKL145W","RPT1","genetic"
"YAL024C","LTE1","YKL152C","GPM1","physical"
"YAL024C","LTE1","YKR001C","VPS1","physical"
"YAL024C","LTE1","YKR010C","TOF2","genetic"
"YAL024C","LTE1","YKR024C","DBP7","genetic"
"YAL024C","LTE1","YKR038C","KAE1","genetic"
"YAL024C","LTE1","YKR048C","NAP1","genetic"
"YAL024C","LTE1","YKR048C","NAP1","genetic"
"YAL024C","LTE1","YKR048C","NAP1","genetic"
"YAL024C","LTE1","YKR054C","DYN1","genetic"
"YAL024C","LTE1","YKR054C","DYN1","genetic"
"YAL024C","LTE1","YKR054C","DYN1","genetic"
"YAL024C","LTE1","YKR054C","DYN1","genetic"
"YAL024C","LTE1","YKR054C","DYN1","genetic"
"YAL024C","LTE1","YKR054C","DYN1","genetic"
"YAL024C","LTE1","YKR061W","KTR2","genetic"
"YAL024C","LTE1","YKR063C","LAS1","genetic"
"YAL024C","LTE1","YKR092C","SRP40","genetic"
"YAL024C","LTE1","YLL002W","RTT109","genetic"
"YAL024C","LTE1","YLL002W","RTT109","genetic"
"YAL024C","LTE1","YLL002W","RTT109","genetic"
"YAL024C","LTE1","YLL002W","RTT109","genetic"
"YAL024C","LTE1","YLL002W","RTT109","genetic"
"YAL024C","LTE1","YLL002W","RTT109","genetic"
"YAL024C","LTE1","YLL002W","RTT109","genetic"
"YAL024C","LTE1","YLL049W","LDB18","genetic"
"YAL024C","LTE1","YLL049W","LDB18","genetic"
"YAL024C","LTE1","YLL049W","LDB18","genetic"
"YAL024C","LTE1","YLR009W","RLP24","genetic"
"YAL024C","LTE1","YLR015W","BRE2","genetic"
"YAL024C","LTE1","YLR022C","SDO1","genetic"
"YAL024C","LTE1","YLR027C","AAT2","genetic"
"YAL024C","LTE1","YLR032W","RAD5","genetic"
"YAL024C","LTE1","YLR032W","RAD5","genetic"
"YAL024C","LTE1","YLR032W","RAD5","genetic"
"YAL024C","LTE1","YLR032W","RAD5","genetic"
"YAL024C","LTE1","YLR044C","PDC1","physical"
"YAL024C","LTE1","YLR045C","STU2","genetic"
"YAL024C","LTE1","YLR055C","SPT8","genetic"
"YAL024C","LTE1","YLR055C","SPT8","genetic"
"YAL024C","LTE1","YLR055C","SPT8","genetic"
"YAL024C","LTE1","YLR058C","SHM2","physical"
"YAL024C","LTE1","YLR067C","PET309","genetic"
"YAL024C","LTE1","YLR075W","RPL10","genetic"
"YAL024C","LTE1","YLR079W","SIC1","genetic"
"YAL024C","LTE1","YLR079W","SIC1","genetic"
"YAL024C","LTE1","YLR079W","SIC1","genetic"
"YAL024C","LTE1","YLR079W","SIC1","genetic"
"YAL024C","LTE1","YLR079W","SIC1","genetic"
"YAL024C","LTE1","YLR079W","SIC1","genetic"
"YAL024C","LTE1","YLR084C","RAX2","physical"
"YAL024C","LTE1","YLR090W","XDJ1","genetic"
"YAL024C","LTE1","YLR090W","XDJ1","genetic"
"YAL024C","LTE1","YLR102C","APC9","genetic"
"YAL024C","LTE1","YLR102C","APC9","genetic"
"YAL024C","LTE1","YLR102C","APC9","genetic"
"YAL024C","LTE1","YLR102C","APC9","genetic"
"YAL024C","LTE1","YLR102C","APC9","genetic"
"YAL024C","LTE1","YLR103C","CDC45","genetic"
"YAL024C","LTE1","YLR106C","REA1","genetic"
"YAL024C","LTE1","YLR146C","SPE4","genetic"
"YAL024C","LTE1","YLR153C","ACS2","genetic"
"YAL024C","LTE1","YLR153C","ACS2","genetic"
"YAL024C","LTE1","YLR153C","ACS2","genetic"
"YAL024C","LTE1","YLR182W","SWI6","genetic"
"YAL024C","LTE1","YLR200W","YKE2","genetic"
"YAL024C","LTE1","YLR200W","YKE2","genetic"
"YAL024C","LTE1","YLR204W","QRI5","genetic"
"YAL024C","LTE1","YLR212C","TUB4","genetic"
"YAL024C","LTE1","YLR212C","TUB4","genetic"
"YAL024C","LTE1","YLR229C","CDC42","genetic"
"YAL024C","LTE1","YLR229C","CDC42","genetic"
"YAL024C","LTE1","YLR229C","CDC42","genetic"
"YAL024C","LTE1","YLR229C","CDC42","genetic"
"YAL024C","LTE1","YLR229C","CDC42","genetic"
"YAL024C","LTE1","YLR229C","CDC42","genetic"
"YAL024C","LTE1","YLR229C","CDC42","genetic"
"YAL024C","LTE1","YLR234W","TOP3","genetic"
"YAL024C","LTE1","YLR240W","VPS34","genetic"
"YAL024C","LTE1","YLR259C","HSP60","physical"
"YAL024C","LTE1","YLR272C","YCS4","genetic"
"YAL024C","LTE1","YLR315W","NKP2","genetic"
"YAL024C","LTE1","YLR319C","BUD6","genetic"
"YAL024C","LTE1","YLR319C","BUD6","genetic"
"YAL024C","LTE1","YLR319C","BUD6","genetic"
"YAL024C","LTE1","YLR320W","MMS22","genetic"
"YAL024C","LTE1","YLR320W","MMS22","genetic"
"YAL024C","LTE1","YLR347C","KAP95","genetic"
"YAL024C","LTE1","YLR357W","RSC2","genetic"
"YAL024C","LTE1","YLR357W","RSC2","genetic"
"YAL024C","LTE1","YLR370C","ARC18","genetic"
"YAL024C","LTE1","YLR371W","ROM2","genetic"
"YAL024C","LTE1","YLR373C","VID22","genetic"
"YAL024C","LTE1","YLR386W","VAC14","genetic"
"YAL024C","LTE1","YLR386W","VAC14","genetic"
"YAL024C","LTE1","YLR388W","RPS29A","physical"
"YAL024C","LTE1","YLR397C","AFG2","genetic"
"YAL024C","LTE1","YLR406C","RPL31B","genetic"
"YAL024C","LTE1","YLR409C","UTP21","genetic"
"YAL024C","LTE1","YLR410W","VIP1","genetic"
"YAL024C","LTE1","YLR410W","VIP1","genetic"
"YAL024C","LTE1","YLR410W","VIP1","genetic"
"YAL024C","LTE1","YLR410W","VIP1","genetic"
"YAL024C","LTE1","YLR415C","","genetic"
"YAL024C","LTE1","YLR417W","VPS36","genetic"
"YAL024C","LTE1","YLR426W","TDA5","genetic"
"YAL024C","LTE1","YLR438W","CAR2","physical"
"YAL024C","LTE1","YLR448W","RPL6B","genetic"
"YAL024C","LTE1","YML020W","","genetic"
"YAL024C","LTE1","YML028W","TSA1","genetic"
"YAL024C","LTE1","YML032C","RAD52","genetic"
"YAL024C","LTE1","YML032C","RAD52","genetic"
"YAL024C","LTE1","YML036W","CGI121","genetic"
"YAL024C","LTE1","YML061C","PIF1","genetic"
"YAL024C","LTE1","YML064C","TEM1","genetic"
"YAL024C","LTE1","YML064C","TEM1","genetic"
"YAL024C","LTE1","YML064C","TEM1","genetic"
"YAL024C","LTE1","YML064C","TEM1","genetic"
"YAL024C","LTE1","YML064C","TEM1","genetic"
"YAL024C","LTE1","YML064C","TEM1","genetic"
"YAL024C","LTE1","YML064C","TEM1","genetic"
"YAL024C","LTE1","YML064C","TEM1","physical"
"YAL024C","LTE1","YML094W","GIM5","genetic"
"YAL024C","LTE1","YML103C","NUP188","genetic"
"YAL024C","LTE1","YML104C","MDM1","genetic"
"YAL024C","LTE1","YML109W","ZDS2","genetic"
"YAL024C","LTE1","YML128C","MSC1","genetic"
"YAL024C","LTE1","YMR001C-A","","genetic"
"YAL024C","LTE1","YMR017W","SPO20","genetic"
"YAL024C","LTE1","YMR022W","UBC7","genetic"
"YAL024C","LTE1","YMR033W","ARP9","genetic"
"YAL024C","LTE1","YMR033W","ARP9","genetic"
"YAL024C","LTE1","YMR039C","SUB1","genetic"
"YAL024C","LTE1","YMR047C","NUP116","genetic"
"YAL024C","LTE1","YMR048W","CSM3","genetic"
"YAL024C","LTE1","YMR048W","CSM3","genetic"
"YAL024C","LTE1","YMR055C","BUB2","genetic"
"YAL024C","LTE1","YMR055C","BUB2","genetic"
"YAL024C","LTE1","YMR055C","BUB2","genetic"
"YAL024C","LTE1","YMR055C","BUB2","genetic"
"YAL024C","LTE1","YMR055C","BUB2","genetic"
"YAL024C","LTE1","YMR055C","BUB2","genetic"
"YAL024C","LTE1","YMR055C","BUB2","genetic"
"YAL024C","LTE1","YMR063W","RIM9","genetic"
"YAL024C","LTE1","YMR078C","CTF18","genetic"
"YAL024C","LTE1","YMR078C","CTF18","genetic"
"YAL024C","LTE1","YMR078C","CTF18","genetic"
"YAL024C","LTE1","YMR078C","CTF18","genetic"
"YAL024C","LTE1","YMR078C","CTF18","genetic"
"YAL024C","LTE1","YMR078C","CTF18","genetic"
"YAL024C","LTE1","YMR078C","CTF18","genetic"
"YAL024C","LTE1","YMR093W","UTP15","genetic"
"YAL024C","LTE1","YMR116C","ASC1","physical"
"YAL024C","LTE1","YMR143W","RPS16A","genetic"
"YAL024C","LTE1","YMR144W","FDO1","genetic"
"YAL024C","LTE1","YMR144W","FDO1","genetic"
"YAL024C","LTE1","YMR154C","RIM13","genetic"
"YAL024C","LTE1","YMR165C","PAH1","genetic"
"YAL024C","LTE1","YMR179W","SPT21","genetic"
"YAL024C","LTE1","YMR186W","HSC82","genetic"
"YAL024C","LTE1","YMR190C","SGS1","genetic"
"YAL024C","LTE1","YMR194W","RPL36A","genetic"
"YAL024C","LTE1","YMR198W","CIK1","genetic"
"YAL024C","LTE1","YMR198W","CIK1","genetic"
"YAL024C","LTE1","YMR205C","PFK2","genetic"
"YAL024C","LTE1","YMR213W","CEF1","genetic"
"YAL024C","LTE1","YMR214W","SCJ1","genetic"
"YAL024C","LTE1","YMR217W","GUA1","physical"
"YAL024C","LTE1","YMR223W","UBP8","genetic"
"YAL024C","LTE1","YMR223W","UBP8","genetic"
"YAL024C","LTE1","YMR223W","UBP8","genetic"
"YAL024C","LTE1","YMR224C","MRE11","genetic"
"YAL024C","LTE1","YMR224C","MRE11","genetic"
"YAL024C","LTE1","YMR230W-A","","genetic"
"YAL024C","LTE1","YMR250W","GAD1","physical"
"YAL024C","LTE1","YMR261C","TPS3","genetic"
"YAL024C","LTE1","YMR261C","TPS3","physical"
"YAL024C","LTE1","YMR263W","SAP30","genetic"
"YAL024C","LTE1","YMR263W","SAP30","genetic"
"YAL024C","LTE1","YMR263W","SAP30","genetic"
"YAL024C","LTE1","YMR263W","SAP30","genetic"
"YAL024C","LTE1","YMR263W","SAP30","genetic"
"YAL024C","LTE1","YMR263W","SAP30","genetic"
"YAL024C","LTE1","YMR263W","SAP30","genetic"
"YAL024C","LTE1","YMR267W","PPA2","genetic"
"YAL024C","LTE1","YMR268C","PRP24","genetic"
"YAL024C","LTE1","YMR269W","TMA23","genetic"
"YAL024C","LTE1","YMR273C","ZDS1","genetic"
"YAL024C","LTE1","YMR273C","ZDS1","genetic"
"YAL024C","LTE1","YMR274C","RCE1","genetic"
"YAL024C","LTE1","YMR294W","JNM1","genetic"
"YAL024C","LTE1","YMR294W","JNM1","genetic"
"YAL024C","LTE1","YMR294W","JNM1","genetic"
"YAL024C","LTE1","YMR299C","DYN3","genetic"
"YAL024C","LTE1","YMR299C","DYN3","genetic"
"YAL024C","LTE1","YMR300C","ADE4","physical"
"YAL024C","LTE1","YMR311C","GLC8","genetic"
"YAL024C","LTE1","YNL014W","HEF3","physical"
"YAL024C","LTE1","YNL015W","PBI2","physical"
"YAL024C","LTE1","YNL021W","HDA1","genetic"
"YAL024C","LTE1","YNL030W","HHF2","genetic"
"YAL024C","LTE1","YNL054W","VAC7","genetic"
"YAL024C","LTE1","YNL054W","VAC7","genetic"
"YAL024C","LTE1","YNL058C","","genetic"
"YAL024C","LTE1","YNL061W","NOP2","genetic"
"YAL024C","LTE1","YNL064C","YDJ1","genetic"
"YAL024C","LTE1","YNL064C","YDJ1","genetic"
"YAL024C","LTE1","YNL064C","YDJ1","genetic"
"YAL024C","LTE1","YNL068C","FKH2","genetic"
"YAL024C","LTE1","YNL068C","FKH2","genetic"
"YAL024C","LTE1","YNL076W","MKS1","genetic"
"YAL024C","LTE1","YNL084C","END3","genetic"
"YAL024C","LTE1","YNL085W","MKT1","physical"
"YAL024C","LTE1","YNL097C","PHO23","genetic"
"YAL024C","LTE1","YNL097C","PHO23","genetic"
"YAL024C","LTE1","YNL097C","PHO23","genetic"
"YAL024C","LTE1","YNL097C","PHO23","genetic"
"YAL024C","LTE1","YNL097C","PHO23","genetic"
"YAL024C","LTE1","YNL097C","PHO23","genetic"
"YAL024C","LTE1","YNL097C","PHO23","genetic"
"YAL024C","LTE1","YNL098C","RAS2","genetic"
"YAL024C","LTE1","YNL098C","RAS2","genetic"
"YAL024C","LTE1","YNL098C","RAS2","genetic"
"YAL024C","LTE1","YNL098C","RAS2","physical"
"YAL024C","LTE1","YNL098C","RAS2","physical"
"YAL024C","LTE1","YNL098C","RAS2","physical"
"YAL024C","LTE1","YNL098C","RAS2","physical"
"YAL024C","LTE1","YNL098C","RAS2","physical"
"YAL024C","LTE1","YNL098C","RAS2","physical"
"YAL024C","LTE1","YNL119W","NCS2","genetic"
"YAL024C","LTE1","YNL121C","TOM70","genetic"
"YAL024C","LTE1","YNL147W","LSM7","genetic"
"YAL024C","LTE1","YNL148C","ALF1","genetic"
"YAL024C","LTE1","YNL149C","PGA2","genetic"
"YAL024C","LTE1","YNL152W","INN1","genetic"
"YAL024C","LTE1","YNL153C","GIM3","genetic"
"YAL024C","LTE1","YNL181W","PBR1","genetic"
"YAL024C","LTE1","YNL199C","GCR2","genetic"
"YAL024C","LTE1","YNL199C","GCR2","genetic"
"YAL024C","LTE1","YNL199C","GCR2","genetic"
"YAL024C","LTE1","YNL213C","RRG9","genetic"
"YAL024C","LTE1","YNL216W","RAP1","genetic"
"YAL024C","LTE1","YNL229C","URE2","genetic"
"YAL024C","LTE1","YNL236W","SIN4","genetic"
"YAL024C","LTE1","YNL243W","SLA2","genetic"
"YAL024C","LTE1","YNL245C","CWC25","genetic"
"YAL024C","LTE1","YNL248C","RPA49","genetic"
"YAL024C","LTE1","YNL250W","RAD50","genetic"
"YAL024C","LTE1","YNL250W","RAD50","genetic"
"YAL024C","LTE1","YNL250W","RAD50","genetic"
"YAL024C","LTE1","YNL262W","POL2","genetic"
"YAL024C","LTE1","YNL262W","POL2","genetic"
"YAL024C","LTE1","YNL273W","TOF1","genetic"
"YAL024C","LTE1","YNL273W","TOF1","genetic"
"YAL024C","LTE1","YNL294C","RIM21","genetic"
"YAL024C","LTE1","YNL298W","CLA4","genetic"
"YAL024C","LTE1","YNL312W","RFA2","physical"
"YAL024C","LTE1","YNL323W","LEM3","genetic"
"YAL024C","LTE1","YNL330C","RPD3","genetic"
"YAL024C","LTE1","YNL330C","RPD3","genetic"
"YAL024C","LTE1","YNL330C","RPD3","genetic"
"YAL024C","LTE1","YNL330C","RPD3","genetic"
"YAL024C","LTE1","YNL330C","RPD3","genetic"
"YAL024C","LTE1","YNL330C","RPD3","genetic"
"YAL024C","LTE1","YNR006W","VPS27","genetic"
"YAL024C","LTE1","YNR007C","ATG3","genetic"
"YAL024C","LTE1","YNR009W","NRM1","genetic"
"YAL024C","LTE1","YNR009W","NRM1","genetic"
"YAL024C","LTE1","YNR031C","SSK2","genetic"
"YAL024C","LTE1","YNR043W","MVD1","genetic"
"YAL024C","LTE1","YNR047W","FPK1","genetic"
"YAL024C","LTE1","YOL004W","SIN3","genetic"
"YAL024C","LTE1","YOL004W","SIN3","genetic"
"YAL024C","LTE1","YOL004W","SIN3","genetic"
"YAL024C","LTE1","YOL004W","SIN3","genetic"
"YAL024C","LTE1","YOL004W","SIN3","genetic"
"YAL024C","LTE1","YOL004W","SIN3","genetic"
"YAL024C","LTE1","YOL004W","SIN3","genetic"
"YAL024C","LTE1","YOL005C","RPB11","genetic"
"YAL024C","LTE1","YOL006C","TOP1","genetic"
"YAL024C","LTE1","YOL006C","TOP1","genetic"
"YAL024C","LTE1","YOL041C","NOP12","genetic"
"YAL024C","LTE1","YOL059W","GPD2","genetic"
"YAL024C","LTE1","YOL066C","RIB2","genetic"
"YAL024C","LTE1","YOL068C","HST1","genetic"
"YAL024C","LTE1","YOL068C","HST1","genetic"
"YAL024C","LTE1","YOL078W","AVO1","genetic"
"YAL024C","LTE1","YOL139C","CDC33","physical"
"YAL024C","LTE1","YOL143C","RIB4","physical"
"YAL024C","LTE1","YOR014W","RTS1","genetic"
"YAL024C","LTE1","YOR014W","RTS1","genetic"
"YAL024C","LTE1","YOR035C","SHE4","genetic"
"YAL024C","LTE1","YOR057W","SGT1","genetic"
"YAL024C","LTE1","YOR080W","DIA2","genetic"
"YAL024C","LTE1","YOR080W","DIA2","genetic"
"YAL024C","LTE1","YOR083W","WHI5","genetic"
"YAL024C","LTE1","YOR089C","VPS21","genetic"
"YAL024C","LTE1","YOR089C","VPS21","genetic"
"YAL024C","LTE1","YOR089C","VPS21","genetic"
"YAL024C","LTE1","YOR101W","RAS1","physical"
"YAL024C","LTE1","YOR117W","RPT5","genetic"
"YAL024C","LTE1","YOR119C","RIO1","genetic"
"YAL024C","LTE1","YOR122C","PFY1","genetic"
"YAL024C","LTE1","YOR133W","EFT1","physical"
"YAL024C","LTE1","YOR144C","ELG1","genetic"
"YAL024C","LTE1","YOR144C","ELG1","genetic"
"YAL024C","LTE1","YOR185C","GSP2","genetic"
"YAL024C","LTE1","YOR186W","","genetic"
"YAL024C","LTE1","YOR188W","MSB1","genetic"
"YAL024C","LTE1","YOR195W","SLK19","genetic"
"YAL024C","LTE1","YOR195W","SLK19","genetic"
"YAL024C","LTE1","YOR195W","SLK19","genetic"
"YAL024C","LTE1","YOR195W","SLK19","genetic"
"YAL024C","LTE1","YOR195W","SLK19","genetic"
"YAL024C","LTE1","YOR195W","SLK19","genetic"
"YAL024C","LTE1","YOR195W","SLK19","genetic"
"YAL024C","LTE1","YOR195W","SLK19","genetic"
"YAL024C","LTE1","YOR195W","SLK19","genetic"
"YAL024C","LTE1","YOR209C","NPT1","genetic"
"YAL024C","LTE1","YOR209C","NPT1","genetic"
"YAL024C","LTE1","YOR210W","RPB10","genetic"
"YAL024C","LTE1","YOR211C","MGM1","genetic"
"YAL024C","LTE1","YOR211C","MGM1","genetic"
"YAL024C","LTE1","YOR217W","RFC1","genetic"
"YAL024C","LTE1","YOR221C","MCT1","genetic"
"YAL024C","LTE1","YOR222W","ODC2","genetic"
"YAL024C","LTE1","YOR233W","KIN4","genetic"
"YAL024C","LTE1","YOR233W","KIN4","genetic"
"YAL024C","LTE1","YOR233W","KIN4","genetic"
"YAL024C","LTE1","YOR233W","KIN4","genetic"
"YAL024C","LTE1","YOR233W","KIN4","genetic"
"YAL024C","LTE1","YOR233W","KIN4","genetic"
"YAL024C","LTE1","YOR233W","KIN4","genetic"
"YAL024C","LTE1","YOR233W","KIN4","genetic"
"YAL024C","LTE1","YOR233W","KIN4","genetic"
"YAL024C","LTE1","YOR233W","KIN4","genetic"
"YAL024C","LTE1","YOR233W","KIN4","genetic"
"YAL024C","LTE1","YOR233W","KIN4","genetic"
"YAL024C","LTE1","YOR233W","KIN4","physical"
"YAL024C","LTE1","YOR233W","KIN4","physical"
"YAL024C","LTE1","YOR233W","KIN4","physical"
"YAL024C","LTE1","YOR233W","KIN4","physical"
"YAL024C","LTE1","YOR233W","KIN4","physical"
"YAL024C","LTE1","YOR233W","KIN4","physical"
"YAL024C","LTE1","YOR233W","KIN4","physical"
"YAL024C","LTE1","YOR244W","ESA1","genetic"
"YAL024C","LTE1","YOR244W","ESA1","genetic"
"YAL024C","LTE1","YOR249C","APC5","genetic"
"YAL024C","LTE1","YOR259C","RPT4","genetic"
"YAL024C","LTE1","YOR259C","RPT4","genetic"
"YAL024C","LTE1","YOR261C","RPN8","genetic"
"YAL024C","LTE1","YOR269W","PAC1","genetic"
"YAL024C","LTE1","YOR269W","PAC1","genetic"
"YAL024C","LTE1","YOR271C","FSF1","genetic"
"YAL024C","LTE1","YOR272W","YTM1","genetic"
"YAL024C","LTE1","YOR275C","RIM20","genetic"
"YAL024C","LTE1","YOR276W","CAF20","physical"
"YAL024C","LTE1","YOR279C","RFM1","genetic"
"YAL024C","LTE1","YOR279C","RFM1","genetic"
"YAL024C","LTE1","YOR295W","UAF30","genetic"
"YAL024C","LTE1","YOR297C","TIM18","genetic"
"YAL024C","LTE1","YOR304W","ISW2","genetic"
"YAL024C","LTE1","YOR304W","ISW2","genetic"
"YAL024C","LTE1","YOR312C","RPL20B","genetic"
"YAL024C","LTE1","YOR321W","PMT3","genetic"
"YAL024C","LTE1","YOR336W","KRE5","genetic"
"YAL024C","LTE1","YOR344C","TYE7","genetic"
"YAL024C","LTE1","YOR344C","TYE7","genetic"
"YAL024C","LTE1","YOR360C","PDE2","genetic"
"YAL024C","LTE1","YOR362C","PRE10","genetic"
"YAL024C","LTE1","YOR373W","NUD1","genetic"
"YAL024C","LTE1","YPL008W","CHL1","genetic"
"YAL024C","LTE1","YPL016W","SWI1","genetic"
"YAL024C","LTE1","YPL036W","PMA2","genetic"
"YAL024C","LTE1","YPL047W","SGF11","genetic"
"YAL024C","LTE1","YPL047W","SGF11","genetic"
"YAL024C","LTE1","YPL047W","SGF11","genetic"
"YAL024C","LTE1","YPL055C","LGE1","genetic"
"YAL024C","LTE1","YPL055C","LGE1","genetic"
"YAL024C","LTE1","YPL055C","LGE1","genetic"
"YAL024C","LTE1","YPL059W","GRX5","genetic"
"YAL024C","LTE1","YPL064C","CWC27","genetic"
"YAL024C","LTE1","YPL069C","BTS1","genetic"
"YAL024C","LTE1","YPL079W","RPL21B","genetic"
"YAL024C","LTE1","YPL084W","BRO1","genetic"
"YAL024C","LTE1","YPL090C","RPS6A","genetic"
"YAL024C","LTE1","YPL093W","NOG1","genetic"
"YAL024C","LTE1","YPL106C","SSE1","genetic"
"YAL024C","LTE1","YPL106C","SSE1","genetic"
"YAL024C","LTE1","YPL106C","SSE1","genetic"
"YAL024C","LTE1","YPL111W","CAR1","genetic"
"YAL024C","LTE1","YPL116W","HOS3","genetic"
"YAL024C","LTE1","YPL116W","HOS3","genetic"
"YAL024C","LTE1","YPL124W","SPC29","genetic"
"YAL024C","LTE1","YPL139C","UME1","genetic"
"YAL024C","LTE1","YPL155C","KIP2","genetic"
"YAL024C","LTE1","YPL161C","BEM4","genetic"
"YAL024C","LTE1","YPL161C","BEM4","genetic"
"YAL024C","LTE1","YPL161C","BEM4","genetic"
"YAL024C","LTE1","YPL174C","NIP100","genetic"
"YAL024C","LTE1","YPL174C","NIP100","genetic"
"YAL024C","LTE1","YPL178W","CBC2","genetic"
"YAL024C","LTE1","YPL181W","CTI6","genetic"
"YAL024C","LTE1","YPL181W","CTI6","genetic"
"YAL024C","LTE1","YPL181W","CTI6","genetic"
"YAL024C","LTE1","YPL184C","MRN1","genetic"
"YAL024C","LTE1","YPL188W","POS5","genetic"
"YAL024C","LTE1","YPL193W","RSA1","genetic"
"YAL024C","LTE1","YPL209C","IPL1","genetic"
"YAL024C","LTE1","YPL213W","LEA1","genetic"
"YAL024C","LTE1","YPL217C","BMS1","genetic"
"YAL024C","LTE1","YPL240C","HSP82","genetic"
"YAL024C","LTE1","YPL240C","HSP82","genetic"
"YAL024C","LTE1","YPL254W","HFI1","genetic"
"YAL024C","LTE1","YPL269W","KAR9","genetic"
"YAL024C","LTE1","YPL269W","KAR9","genetic"
"YAL024C","LTE1","YPL269W","KAR9","genetic"
"YAL024C","LTE1","YPR018W","RLF2","genetic"
"YAL024C","LTE1","YPR024W","YME1","genetic"
"YAL024C","LTE1","YPR029C","APL4","genetic"
"YAL024C","LTE1","YPR045C","THP3","genetic"
"YAL024C","LTE1","YPR052C","NHP6A","genetic"
"YAL024C","LTE1","YPR054W","SMK1","genetic"
"YAL024C","LTE1","YPR058W","YMC1","genetic"
"YAL024C","LTE1","YPR068C","HOS1","genetic"
"YAL024C","LTE1","YPR068C","HOS1","genetic"
"YAL024C","LTE1","YPR108W","RPN7","genetic"
"YAL024C","LTE1","YPR108W-A","","genetic"
"YAL024C","LTE1","YPR119W","CLB2","genetic"
"YAL024C","LTE1","YPR119W","CLB2","physical"
"YAL024C","LTE1","YPR122W","AXL1","genetic"
"YAL024C","LTE1","YPR132W","RPS23B","physical"
"YAL024C","LTE1","YPR135W","CTF4","genetic"
"YAL024C","LTE1","YPR135W","CTF4","genetic"
"YAL024C","LTE1","YPR135W","CTF4","genetic"
"YAL024C","LTE1","YPR140W","TAZ1","physical"
"YAL024C","LTE1","YPR141C","KAR3","genetic"
"YAL024C","LTE1","YPR141C","KAR3","genetic"
"YAL024C","LTE1","YPR145W","ASN1","physical"
"YAL024C","LTE1","YPR164W","MMS1","genetic"
"YAL024C","LTE1","YPR164W","MMS1","genetic"
"YAL024C","LTE1","YPR181C","SEC23","physical"
"YAL041W","CDC24","YAL021C","CCR4","physical"
"YAL041W","CDC24","YAL024C","LTE1","genetic"
"YAL041W","CDC24","YAL024C","LTE1","genetic"
"YAL041W","CDC24","YAL041W","CDC24","physical"
"YAL041W","CDC24","YBL007C","SLA1","genetic"
"YAL041W","CDC24","YBL020W","RFT1","genetic"
"YAL041W","CDC24","YBL031W","SHE1","genetic"
"YAL041W","CDC24","YBL032W","HEK2","physical"
"YAL041W","CDC24","YBL034C","STU1","genetic"
"YAL041W","CDC24","YBL035C","POL12","genetic"
"YAL041W","CDC24","YBL035C","POL12","genetic"
"YAL041W","CDC24","YBL051C","PIN4","genetic"
"YAL041W","CDC24","YBL071W-A","KTI11","genetic"
"YAL041W","CDC24","YBL074C","AAR2","genetic"
"YAL041W","CDC24","YBL084C","CDC27","genetic"
"YAL041W","CDC24","YBL084C","CDC27","genetic"
"YAL041W","CDC24","YBL085W","BOI1","physical"
"YAL041W","CDC24","YBL085W","BOI1","physical"
"YAL041W","CDC24","YBL085W","BOI1","physical"
