Gene > Primary DBID	Gene > Systematic Name	Gene > Standard Name	Gene > Interactions > Participant 2 > Standard Name	Gene > Interactions > Participant 2 . Secondary Identifier	Gene > Interactions > Participant 2 . Primary Identifier	Gene > Interactions > Details > Relationship Type
S000000810	YER008C	SEC3	SEC7	YDR170C	S000002577	genetic
S000000810	YER008C	SEC3	SEC8	YPR055W	S000006259	genetic
S000000810	YER008C	SEC3	SEC8	YPR055W	S000006259	genetic
S000000810	YER008C	SEC3	SEC8	YPR055W	S000006259	genetic
S000000810	YER008C	SEC3	SEC8	YPR055W	S000006259	genetic
S000000810	YER008C	SEC3	SEC8	YPR055W	S000006259	genetic
S000000810	YER008C	SEC3	SEC8	YPR055W	S000006259	physical
S000000810	YER008C	SEC3	SEC8	YPR055W	S000006259	physical
S000000810	YER008C	SEC3	SEC8	YPR055W	S000006259	physical
S000000810	YER008C	SEC3	SEC8	YPR055W	S000006259	physical
S000000810	YER008C	SEC3	SEC8	YPR055W	S000006259	physical
S000000810	YER008C	SEC3	SEC8	YPR055W	S000006259	physical
S000000810	YER008C	SEC3	SEC8	YPR055W	S000006259	physical
S000000810	YER008C	SEC3	SEC8	YPR055W	S000006259	physical
S000000810	YER008C	SEC3	SEC8	YPR055W	S000006259	physical
S000000810	YER008C	SEC3	SEC8	YPR055W	S000006259	physical
S000000810	YER008C	SEC3	SEC9	YGR009C	S000003241	genetic
S000000810	YER008C	SEC3	SEC9	YGR009C	S000003241	genetic
S000000810	YER008C	SEC3	SEC9	YGR009C	S000003241	genetic
S000000810	YER008C	SEC3	SEC9	YGR009C	S000003241	genetic
S000000810	YER008C	SEC3	SEC9	YGR009C	S000003241	genetic
S000000810	YER008C	SEC3	SEC9	YGR009C	S000003241	genetic
S000000810	YER008C	SEC3	SEC9	YGR009C	S000003241	genetic
S000000810	YER008C	SEC3	SEM1	YDR363W-A	S000007235	genetic
S000000810	YER008C	SEC3	SEM1	YDR363W-A	S000007235	genetic
S000000810	YER008C	SEC3	SFH5	YJL145W	S000003681	genetic
S000000810	YER008C	SEC3	SFL1	YOR140W	S000005666	genetic
S000000810	YER008C	SEC3	SGF73	YGL066W	S000003034	genetic
S000000810	YER008C	SEC3	SHE2	YKL130C	S000001613	physical
S000000810	YER008C	SEC3	SLT2	YHR030C	S000001072	genetic
S000000810	YER008C	SEC3	SLX5	YDL013W	S000002171	genetic
S000000810	YER008C	SEC3	SLX5	YDL013W	S000002171	genetic
S000000810	YER008C	SEC3	SMT3	YDR510W	S000002918	genetic
S000000810	YER008C	SEC3	SNC2	YOR327C	S000005854	genetic
S000000810	YER008C	SEC3	SNC2	YOR327C	S000005854	genetic
S000000810	YER008C	SEC3	SNC2	YOR327C	S000005854	physical
S000000810	YER008C	SEC3	SNL1	YIL016W	S000001278	genetic
S000000810	YER008C	SEC3	SNT1	YCR033W	S000000629	genetic
S000000810	YER008C	SEC3	SNX4	YJL036W	S000003573	genetic
S000000810	YER008C	SEC3	SPT21	YMR179W	S000004791	physical
S000000810	YER008C	SEC3	SPT3	YDR392W	S000002800	genetic
S000000810	YER008C	SEC3	SRO7	YPR032W	S000006236	genetic
S000000810	YER008C	SEC3	SRO7	YPR032W	S000006236	genetic
S000000810	YER008C	SEC3	SRO7	YPR032W	S000006236	genetic
S000000810	YER008C	SEC3	SRO7	YPR032W	S000006236	genetic
S000000810	YER008C	SEC3	SRO7	YPR032W	S000006236	genetic
S000000810	YER008C	SEC3	SRO7	YPR032W	S000006236	genetic
S000000810	YER008C	SEC3	SRO7	YPR032W	S000006236	genetic
S000000810	YER008C	SEC3	SRO7	YPR032W	S000006236	genetic
S000000810	YER008C	SEC3	SSC1	YJR045C	S000003806	physical
S000000810	YER008C	SEC3	SSD1	YDR293C	S000002701	genetic
S000000810	YER008C	SEC3	SSO1	YPL232W	S000006153	genetic
S000000810	YER008C	SEC3	SSO1	YPL232W	S000006153	physical
S000000810	YER008C	SEC3	SSO2	YMR183C	S000004795	genetic
S000000810	YER008C	SEC3	SSO2	YMR183C	S000004795	genetic
S000000810	YER008C	SEC3	SSO2	YMR183C	S000004795	genetic
S000000810	YER008C	SEC3	SSO2	YMR183C	S000004795	genetic
S000000810	YER008C	SEC3	SSO2	YMR183C	S000004795	physical
S000000810	YER008C	SEC3	SSO2	YMR183C	S000004795	physical
S000000810	YER008C	SEC3	SSO2	YMR183C	S000004795	physical
S000000810	YER008C	SEC3	SSO2	YMR183C	S000004795	physical
S000000810	YER008C	SEC3	SSS1	YDR086C	S000002493	genetic
S000000810	YER008C	SEC3	SWF1	YDR126W	S000002533	genetic
S000000810	YER008C	SEC3	SWF1	YDR126W	S000002533	genetic
S000000810	YER008C	SEC3	SWS2	YNL081C	S000005025	genetic
S000000810	YER008C	SEC3	TCB2	YNL087W	S000005031	physical
S000000810	YER008C	SEC3	TCP1	YDR212W	S000002620	genetic
S000000810	YER008C	SEC3	TLG2	YOL018C	S000005378	genetic
S000000810	YER008C	SEC3	TTI2	YJR136C	S000003897	genetic
S000000810	YER008C	SEC3	UBI4	YLL039C	S000003962	genetic
S000000810	YER008C	SEC3	UBP15	YMR304W	S000004920	physical
S000000810	YER008C	SEC3	VAM6	YDL077C	S000002235	physical
S000000810	YER008C	SEC3	VPS27	YNR006W	S000005289	genetic
S000000810	YER008C	SEC3	VPS53	YJL029C	S000003566	genetic
S000000810	YER008C	SEC3	XRN1	YGL173C	S000003141	genetic
S000000810	YER008C	SEC3	YCK2	YNL154C	S000005098	genetic
S000000810	YER008C	SEC3	YOR1	YGR281W	S000003513	genetic
S000000810	YER008C	SEC3	YPS1	YLR120C	S000004110	genetic
S000000810	YER008C	SEC3	YPT1	YFL038C	S000001856	genetic
S000000810	YER008C	SEC3	YPT1	YFL038C	S000001856	genetic
S000000810	YER008C	SEC3	YPT1	YFL038C	S000001856	genetic
S000000810	YER008C	SEC3	ZEO1	YOL109W	S000005469	genetic
S000000810	YER008C	SEC3	""	YAR029W	S000000077	genetic
S000000810	YER008C	SEC3	""	YGL242C	S000003211	genetic
S000000810	YER008C	SEC3	""	YJR011C	S000003772	genetic
S000000810	YER008C	SEC3	""	YLR278C	S000004268	genetic
S000000913	YER111C	SWI4	ACK1	YDL203C	S000002362	genetic
S000000913	YER111C	SWI4	ACK1	YDL203C	S000002362	genetic
S000000913	YER111C	SWI4	ACO1	YLR304C	S000004295	genetic
S000000913	YER111C	SWI4	ACT1	YFL039C	S000001855	genetic
S000000913	YER111C	SWI4	ADA2	YDR448W	S000002856	genetic
S000000913	YER111C	SWI4	ADA2	YDR448W	S000002856	genetic
S000000913	YER111C	SWI4	ADA2	YDR448W	S000002856	genetic
S000000913	YER111C	SWI4	ADA2	YDR448W	S000002856	genetic
S000000913	YER111C	SWI4	ADF1	YCL058W-A	S000028518	genetic
S000000913	YER111C	SWI4	ADH5	YBR145W	S000000349	genetic
S000000913	YER111C	SWI4	ADO1	YJR105W	S000003866	genetic
S000000913	YER111C	SWI4	AIM3	YBR108W	S000000312	genetic
S000000913	YER111C	SWI4	AIM3	YBR108W	S000000312	genetic
S000000913	YER111C	SWI4	AIM44	YPL158C	S000006079	genetic
S000000913	YER111C	SWI4	ALG1	YBR110W	S000000314	genetic
S000000913	YER111C	SWI4	ALG13	YGL047W	S000003015	genetic
S000000913	YER111C	SWI4	ALG2	YGL065C	S000003033	genetic
S000000913	YER111C	SWI4	ALG3	YBL082C	S000000178	genetic
S000000913	YER111C	SWI4	ALG6	YOR002W	S000005528	genetic
S000000913	YER111C	SWI4	AMD1	YML035C	S000004498	genetic
S000000913	YER111C	SWI4	ANP1	YEL036C	S000000762	genetic
S000000913	YER111C	SWI4	APQ12	YIL040W	S000001302	genetic
S000000913	YER111C	SWI4	ARC18	YLR370C	S000004362	genetic
S000000913	YER111C	SWI4	ARD1	YHR013C	S000001055	genetic
S000000913	YER111C	SWI4	ARD1	YHR013C	S000001055	genetic
S000000913	YER111C	SWI4	ARG81	YML099C	S000004565	genetic
S000000913	YER111C	SWI4	ARO1	YDR127W	S000002534	genetic
S000000913	YER111C	SWI4	ARP1	YHR129C	S000001171	genetic
S000000913	YER111C	SWI4	ARP1	YHR129C	S000001171	genetic
S000000913	YER111C	SWI4	ARP1	YHR129C	S000001171	genetic
S000000913	YER111C	SWI4	ARP8	YOR141C	S000005667	genetic
S000000913	YER111C	SWI4	ARV1	YLR242C	S000004232	genetic
S000000913	YER111C	SWI4	ASA1	YPR085C	S000006289	genetic
S000000913	YER111C	SWI4	ASC1	YMR116C	S000004722	genetic
S000000913	YER111C	SWI4	ASC1	YMR116C	S000004722	genetic
S000000913	YER111C	SWI4	ASH1	YKL185W	S000001668	genetic
S000000913	YER111C	SWI4	ATX2	YOR079C	S000005605	genetic
S000000913	YER111C	SWI4	AUR1	YKL004W	S000001487	genetic
S000000913	YER111C	SWI4	AUR1	YKL004W	S000001487	genetic
S000000913	YER111C	SWI4	AVL9	YLR114C	S000004104	genetic
S000000913	YER111C	SWI4	AVL9	YLR114C	S000004104	genetic
S000000913	YER111C	SWI4	AVL9	YLR114C	S000004104	genetic
S000000913	YER111C	SWI4	BAS1	YKR099W	S000001807	genetic
S000000913	YER111C	SWI4	BCK1	YJL095W	S000003631	genetic
S000000913	YER111C	SWI4	BCK1	YJL095W	S000003631	genetic
S000000913	YER111C	SWI4	BCK1	YJL095W	S000003631	genetic
S000000913	YER111C	SWI4	BCK1	YJL095W	S000003631	genetic
S000000913	YER111C	SWI4	BCK1	YJL095W	S000003631	genetic
S000000913	YER111C	SWI4	BCK1	YJL095W	S000003631	genetic
S000000913	YER111C	SWI4	BCK1	YJL095W	S000003631	genetic
S000000913	YER111C	SWI4	BCK1	YJL095W	S000003631	genetic
S000000913	YER111C	SWI4	BCK1	YJL095W	S000003631	genetic
S000000913	YER111C	SWI4	BCK2	YER167W	S000000969	genetic
S000000913	YER111C	SWI4	BCK2	YER167W	S000000969	genetic
S000000913	YER111C	SWI4	BCK2	YER167W	S000000969	genetic
S000000913	YER111C	SWI4	BCK2	YER167W	S000000969	physical
S000000913	YER111C	SWI4	BDF1	YLR399C	S000004391	genetic
S000000913	YER111C	SWI4	BDF1	YLR399C	S000004391	genetic
S000000913	YER111C	SWI4	BDF1	YLR399C	S000004391	genetic
S000000913	YER111C	SWI4	BEM1	YBR200W	S000000404	genetic
S000000913	YER111C	SWI4	BEM1	YBR200W	S000000404	genetic
S000000913	YER111C	SWI4	BEM1	YBR200W	S000000404	genetic
S000000913	YER111C	SWI4	BEM2	YER155C	S000000957	genetic
S000000913	YER111C	SWI4	BEM2	YER155C	S000000957	genetic
S000000913	YER111C	SWI4	BEM3	YPL115C	S000006036	genetic
S000000913	YER111C	SWI4	BEM4	YPL161C	S000006082	genetic
S000000913	YER111C	SWI4	BEM4	YPL161C	S000006082	genetic
S000000913	YER111C	SWI4	BEM4	YPL161C	S000006082	genetic
S000000913	YER111C	SWI4	BET2	YPR176C	S000006380	genetic
S000000913	YER111C	SWI4	BET3	YKR068C	S000001776	genetic
S000000913	YER111C	SWI4	BET5	YML077W	S000004542	genetic
S000000913	YER111C	SWI4	BIM1	YER016W	S000000818	genetic
S000000913	YER111C	SWI4	BNI1	YNL271C	S000005215	genetic
S000000913	YER111C	SWI4	BNI1	YNL271C	S000005215	genetic
S000000913	YER111C	SWI4	BNI1	YNL271C	S000005215	genetic
S000000913	YER111C	SWI4	BNI1	YNL271C	S000005215	genetic
S000000913	YER111C	SWI4	BNI1	YNL271C	S000005215	genetic
S000000913	YER111C	SWI4	BNI4	YNL233W	S000005177	genetic
S000000913	YER111C	SWI4	BNI4	YNL233W	S000005177	genetic
S000000913	YER111C	SWI4	BNI4	YNL233W	S000005177	genetic
S000000913	YER111C	SWI4	BOS1	YLR078C	S000004068	genetic
S000000913	YER111C	SWI4	BRE1	YDL074C	S000002232	genetic
S000000913	YER111C	SWI4	BRE1	YDL074C	S000002232	genetic
S000000913	YER111C	SWI4	BRE1	YDL074C	S000002232	genetic
S000000913	YER111C	SWI4	BRE1	YDL074C	S000002232	genetic
S000000913	YER111C	SWI4	BRE1	YDL074C	S000002232	genetic
S000000913	YER111C	SWI4	BRE1	YDL074C	S000002232	genetic
S000000913	YER111C	SWI4	BRE1	YDL074C	S000002232	genetic
S000000913	YER111C	SWI4	BRE1	YDL074C	S000002232	genetic
S000000913	YER111C	SWI4	BRE2	YLR015W	S000004005	genetic
S000000913	YER111C	SWI4	BRE5	YNR051C	S000005334	genetic
S000000913	YER111C	SWI4	BRE5	YNR051C	S000005334	genetic
S000000913	YER111C	SWI4	BRE5	YNR051C	S000005334	genetic
S000000913	YER111C	SWI4	BRE5	YNR051C	S000005334	genetic
S000000913	YER111C	SWI4	BRL1	YHR036W	S000001078	genetic
S000000913	YER111C	SWI4	BUB1	YGR188C	S000003420	genetic
S000000913	YER111C	SWI4	BUB1	YGR188C	S000003420	genetic
S000000913	YER111C	SWI4	BUB1	YGR188C	S000003420	genetic
S000000913	YER111C	SWI4	BUB1	YGR188C	S000003420	genetic
S000000913	YER111C	SWI4	BUB1	YGR188C	S000003420	genetic
S000000913	YER111C	SWI4	BUB3	YOR026W	S000005552	genetic
S000000913	YER111C	SWI4	BUB3	YOR026W	S000005552	genetic
S000000913	YER111C	SWI4	BUB3	YOR026W	S000005552	genetic
S000000913	YER111C	SWI4	BUB3	YOR026W	S000005552	genetic
S000000913	YER111C	SWI4	BUD14	YAR014C	S000000069	genetic
S000000913	YER111C	SWI4	BUD2	YKL092C	S000001575	genetic
S000000913	YER111C	SWI4	BUD2	YKL092C	S000001575	genetic
S000000913	YER111C	SWI4	BUD2	YKL092C	S000001575	genetic
S000000913	YER111C	SWI4	BUD6	YLR319C	S000004311	genetic
S000000913	YER111C	SWI4	BUD6	YLR319C	S000004311	genetic
S000000913	YER111C	SWI4	CAC2	YML102W	S000004570	genetic
S000000913	YER111C	SWI4	CBF1	YJR060W	S000003821	genetic
S000000913	YER111C	SWI4	CBF1	YJR060W	S000003821	genetic
S000000913	YER111C	SWI4	CCH1	YGR217W	S000003449	genetic
S000000913	YER111C	SWI4	CCR4	YAL021C	S000000019	genetic
S000000913	YER111C	SWI4	CCR4	YAL021C	S000000019	genetic
S000000913	YER111C	SWI4	CCR4	YAL021C	S000000019	genetic
S000000913	YER111C	SWI4	CCR4	YAL021C	S000000019	physical
S000000913	YER111C	SWI4	CCS1	YMR038C	S000004641	genetic
S000000913	YER111C	SWI4	CCT5	YJR064W	S000003825	genetic
S000000913	YER111C	SWI4	CCT7	YJL111W	S000003647	genetic
S000000913	YER111C	SWI4	CDC10	YCR002C	S000000595	genetic
S000000913	YER111C	SWI4	CDC10	YCR002C	S000000595	genetic
S000000913	YER111C	SWI4	CDC10	YCR002C	S000000595	genetic
S000000913	YER111C	SWI4	CDC11	YJR076C	S000003837	genetic
S000000913	YER111C	SWI4	CDC11	YJR076C	S000003837	genetic
S000000913	YER111C	SWI4	CDC11	YJR076C	S000003837	genetic
S000000913	YER111C	SWI4	CDC12	YHR107C	S000001149	genetic
S000000913	YER111C	SWI4	CDC12	YHR107C	S000001149	genetic
S000000913	YER111C	SWI4	CDC12	YHR107C	S000001149	genetic
S000000913	YER111C	SWI4	CDC20	YGL116W	S000003084	genetic
S000000913	YER111C	SWI4	CDC20	YGL116W	S000003084	genetic
S000000913	YER111C	SWI4	CDC24	YAL041W	S000000039	genetic
S000000913	YER111C	SWI4	CDC24	YAL041W	S000000039	genetic
S000000913	YER111C	SWI4	CDC24	YAL041W	S000000039	genetic
S000000913	YER111C	SWI4	CDC28	YBR160W	S000000364	genetic
S000000913	YER111C	SWI4	CDC28	YBR160W	S000000364	genetic
S000000913	YER111C	SWI4	CDC28	YBR160W	S000000364	genetic
S000000913	YER111C	SWI4	CDC28	YBR160W	S000000364	physical
S000000913	YER111C	SWI4	CDC28	YBR160W	S000000364	physical
S000000913	YER111C	SWI4	CDC28	YBR160W	S000000364	physical
S000000913	YER111C	SWI4	CDC3	YLR314C	S000004306	genetic
S000000913	YER111C	SWI4	CDC3	YLR314C	S000004306	genetic
S000000913	YER111C	SWI4	CDC3	YLR314C	S000004306	genetic
S000000913	YER111C	SWI4	CDC37	YDR168W	S000002575	genetic
S000000913	YER111C	SWI4	CDC4	YFL009W	S000001885	genetic
S000000913	YER111C	SWI4	CDC4	YFL009W	S000001885	genetic
S000000913	YER111C	SWI4	CDC4	YFL009W	S000001885	genetic
S000000913	YER111C	SWI4	CDC4	YFL009W	S000001885	genetic
S000000913	YER111C	SWI4	CDC4	YFL009W	S000001885	genetic
S000000913	YER111C	SWI4	CDC42	YLR229C	S000004219	genetic
S000000913	YER111C	SWI4	CDC42	YLR229C	S000004219	genetic
S000000913	YER111C	SWI4	CDC42	YLR229C	S000004219	genetic
S000000913	YER111C	SWI4	CDC42	YLR229C	S000004219	genetic
S000000913	YER111C	SWI4	CDC42	YLR229C	S000004219	genetic
S000000913	YER111C	SWI4	CDC43	YGL155W	S000003123	genetic
S000000913	YER111C	SWI4	CDC43	YGL155W	S000003123	genetic
S000000913	YER111C	SWI4	CDC43	YGL155W	S000003123	genetic
S000000913	YER111C	SWI4	CDC43	YGL155W	S000003123	genetic
S000000913	YER111C	SWI4	CDC45	YLR103C	S000004093	genetic
S000000913	YER111C	SWI4	CDC48	YDL126C	S000002284	genetic
S000000913	YER111C	SWI4	CDC6	YJL194W	S000003730	genetic
S000000913	YER111C	SWI4	CDC6	YJL194W	S000003730	genetic
S000000913	YER111C	SWI4	CDC60	YPL160W	S000006081	physical
S000000913	YER111C	SWI4	CDC73	YLR418C	S000004410	genetic
S000000913	YER111C	SWI4	CDC73	YLR418C	S000004410	genetic
S000000913	YER111C	SWI4	CDC73	YLR418C	S000004410	genetic
S000000913	YER111C	SWI4	CDC73	YLR418C	S000004410	genetic
S000000913	YER111C	SWI4	CDC73	YLR418C	S000004410	genetic
S000000913	YER111C	SWI4	CDC73	YLR418C	S000004410	genetic
S000000913	YER111C	SWI4	CDC73	YLR418C	S000004410	genetic
S000000913	YER111C	SWI4	CDC73	YLR418C	S000004410	genetic
S000000913	YER111C	SWI4	CDH1	YGL003C	S000002971	genetic
S000000913	YER111C	SWI4	CDH1	YGL003C	S000002971	genetic
S000000913	YER111C	SWI4	CDH1	YGL003C	S000002971	genetic
S000000913	YER111C	SWI4	CDH1	YGL003C	S000002971	genetic
S000000913	YER111C	SWI4	CEF1	YMR213W	S000004826	genetic
S000000913	YER111C	SWI4	CEG1	YGL130W	S000003098	genetic
S000000913	YER111C	SWI4	CEG1	YGL130W	S000003098	genetic
S000000913	YER111C	SWI4	CHD1	YER164W	S000000966	genetic
S000000913	YER111C	SWI4	CHS2	YBR038W	S000000242	genetic
S000000913	YER111C	SWI4	CHS3	YBR023C	S000000227	genetic
S000000913	YER111C	SWI4	CHS3	YBR023C	S000000227	genetic
S000000913	YER111C	SWI4	CHS5	YLR330W	S000004322	genetic
S000000913	YER111C	SWI4	CHS5	YLR330W	S000004322	genetic
S000000913	YER111C	SWI4	CHS7	YHR142W	S000001184	genetic
S000000913	YER111C	SWI4	CIK1	YMR198W	S000004811	genetic
S000000913	YER111C	SWI4	CIK1	YMR198W	S000004811	genetic
S000000913	YER111C	SWI4	CIK1	YMR198W	S000004811	genetic
S000000913	YER111C	SWI4	CIK1	YMR198W	S000004811	genetic
S000000913	YER111C	SWI4	CIN8	YEL061C	S000000787	genetic
S000000913	YER111C	SWI4	CIN8	YEL061C	S000000787	genetic
S000000913	YER111C	SWI4	CKS1	YBR135W	S000000339	genetic
S000000913	YER111C	SWI4	CKS1	YBR135W	S000000339	genetic
S000000913	YER111C	SWI4	CKS1	YBR135W	S000000339	genetic
S000000913	YER111C	SWI4	CKS1	YBR135W	S000000339	genetic
S000000913	YER111C	SWI4	CLA4	YNL298W	S000005242	genetic
S000000913	YER111C	SWI4	CLA4	YNL298W	S000005242	genetic
S000000913	YER111C	SWI4	CLA4	YNL298W	S000005242	genetic
S000000913	YER111C	SWI4	CLA4	YNL298W	S000005242	genetic
S000000913	YER111C	SWI4	CLA4	YNL298W	S000005242	genetic
S000000913	YER111C	SWI4	CLA4	YNL298W	S000005242	genetic
S000000913	YER111C	SWI4	CLA4	YNL298W	S000005242	genetic
S000000913	YER111C	SWI4	CLA4	YNL298W	S000005242	genetic
S000000913	YER111C	SWI4	CLA4	YNL298W	S000005242	genetic
S000000913	YER111C	SWI4	CLB2	YPR119W	S000006323	genetic
S000000913	YER111C	SWI4	CLB2	YPR119W	S000006323	genetic
S000000913	YER111C	SWI4	CLB2	YPR119W	S000006323	genetic
S000000913	YER111C	SWI4	CLB2	YPR119W	S000006323	physical
S000000913	YER111C	SWI4	CLB2	YPR119W	S000006323	physical
S000000913	YER111C	SWI4	CLB3	YDL155W	S000002314	genetic
S000000913	YER111C	SWI4	CLB4	YLR210W	S000004200	genetic
S000000913	YER111C	SWI4	CLB5	YPR120C	S000006324	genetic
S000000913	YER111C	SWI4	CLB5	YPR120C	S000006324	genetic
S000000913	YER111C	SWI4	CLB5	YPR120C	S000006324	genetic
S000000913	YER111C	SWI4	CLB5	YPR120C	S000006324	genetic
S000000913	YER111C	SWI4	CLB5	YPR120C	S000006324	genetic
S000000913	YER111C	SWI4	CLB5	YPR120C	S000006324	genetic
S000000913	YER111C	SWI4	CLB5	YPR120C	S000006324	genetic
S000000913	YER111C	SWI4	CLB5	YPR120C	S000006324	genetic
S000000913	YER111C	SWI4	CLN1	YMR199W	S000004812	genetic
S000000913	YER111C	SWI4	CLN1	YMR199W	S000004812	genetic
S000000913	YER111C	SWI4	CLN1	YMR199W	S000004812	genetic
S000000913	YER111C	SWI4	CLN1	YMR199W	S000004812	genetic
S000000913	YER111C	SWI4	CLN1	YMR199W	S000004812	genetic
S000000913	YER111C	SWI4	CLN2	YPL256C	S000006177	genetic
S000000913	YER111C	SWI4	CLN2	YPL256C	S000006177	genetic
S000000913	YER111C	SWI4	CLN2	YPL256C	S000006177	genetic
S000000913	YER111C	SWI4	CLN2	YPL256C	S000006177	genetic
S000000913	YER111C	SWI4	CLN2	YPL256C	S000006177	genetic
S000000913	YER111C	SWI4	CLN2	YPL256C	S000006177	genetic
S000000913	YER111C	SWI4	CLN2	YPL256C	S000006177	genetic
S000000913	YER111C	SWI4	CLN2	YPL256C	S000006177	genetic
S000000913	YER111C	SWI4	CLN2	YPL256C	S000006177	genetic
S000000913	YER111C	SWI4	CLN2	YPL256C	S000006177	genetic
S000000913	YER111C	SWI4	CLN2	YPL256C	S000006177	genetic
S000000913	YER111C	SWI4	CLN2	YPL256C	S000006177	genetic
S000000913	YER111C	SWI4	CLN2	YPL256C	S000006177	genetic
S000000913	YER111C	SWI4	CLN3	YAL040C	S000000038	genetic
S000000913	YER111C	SWI4	CLN3	YAL040C	S000000038	genetic
S000000913	YER111C	SWI4	CLN3	YAL040C	S000000038	genetic
S000000913	YER111C	SWI4	CLN3	YAL040C	S000000038	genetic
S000000913	YER111C	SWI4	CLN3	YAL040C	S000000038	genetic
S000000913	YER111C	SWI4	CLN3	YAL040C	S000000038	genetic
S000000913	YER111C	SWI4	CLN3	YAL040C	S000000038	genetic
S000000913	YER111C	SWI4	CLN3	YAL040C	S000000038	genetic
S000000913	YER111C	SWI4	CLN3	YAL040C	S000000038	genetic
S000000913	YER111C	SWI4	CLN3	YAL040C	S000000038	genetic
S000000913	YER111C	SWI4	CLP1	YOR250C	S000005776	genetic
S000000913	YER111C	SWI4	CMD1	YBR109C	S000000313	genetic
S000000913	YER111C	SWI4	COG4	YPR105C	S000006309	genetic
S000000913	YER111C	SWI4	COG5	YNL051W	S000004996	genetic
S000000913	YER111C	SWI4	COG5	YNL051W	S000004996	genetic
S000000913	YER111C	SWI4	COG5	YNL051W	S000004996	genetic
S000000913	YER111C	SWI4	COG6	YNL041C	S000004986	genetic
S000000913	YER111C	SWI4	COG6	YNL041C	S000004986	genetic
S000000913	YER111C	SWI4	COG6	YNL041C	S000004986	genetic
S000000913	YER111C	SWI4	COG8	YML071C	S000004536	genetic
S000000913	YER111C	SWI4	COP1	YDL145C	S000002304	genetic
S000000913	YER111C	SWI4	CPR7	YJR032W	S000003793	genetic
S000000913	YER111C	SWI4	CSE2	YNR010W	S000005293	genetic
S000000913	YER111C	SWI4	CSE4	YKL049C	S000001532	genetic
S000000913	YER111C	SWI4	CSF1	YLR087C	S000004077	genetic
S000000913	YER111C	SWI4	CSF1	YLR087C	S000004077	genetic
S000000913	YER111C	SWI4	CSG2	YBR036C	S000000240	genetic
S000000913	YER111C	SWI4	CSL4	YNL232W	S000005176	genetic
S000000913	YER111C	SWI4	CTF18	YMR078C	S000004683	genetic
S000000913	YER111C	SWI4	CTF18	YMR078C	S000004683	genetic
S000000913	YER111C	SWI4	CTF8	YHR191C	S000001234	genetic
S000000913	YER111C	SWI4	CTF8	YHR191C	S000001234	genetic
S000000913	YER111C	SWI4	CTK1	YKL139W	S000001622	genetic
S000000913	YER111C	SWI4	CTK1	YKL139W	S000001622	genetic
S000000913	YER111C	SWI4	CTK1	YKL139W	S000001622	genetic
S000000913	YER111C	SWI4	CTK2	YJL006C	S000003543	genetic
S000000913	YER111C	SWI4	CTK2	YJL006C	S000003543	genetic
S000000913	YER111C	SWI4	CTK3	YML112W	S000004580	genetic
S000000913	YER111C	SWI4	CTR9	YOL145C	S000005505	genetic
S000000913	YER111C	SWI4	CUE1	YMR264W	S000004877	genetic
S000000913	YER111C	SWI4	CUP9	YPL177C	S000006098	genetic
S000000913	YER111C	SWI4	CYK3	YDL117W	S000002275	genetic
S000000913	YER111C	SWI4	CYK3	YDL117W	S000002275	genetic
S000000913	YER111C	SWI4	CYK3	YDL117W	S000002275	genetic
S000000913	YER111C	SWI4	DAL81	YIR023W	S000001462	genetic
S000000913	YER111C	SWI4	DBF2	YGR092W	S000003324	genetic
S000000913	YER111C	SWI4	DBF4	YDR052C	S000002459	genetic
S000000913	YER111C	SWI4	DBP5	YOR046C	S000005572	genetic
S000000913	YER111C	SWI4	DBP6	YNR038W	S000005321	genetic
S000000913	YER111C	SWI4	DBP7	YKR024C	S000001732	genetic
S000000913	YER111C	SWI4	DBP7	YKR024C	S000001732	genetic
S000000913	YER111C	SWI4	DCK1	YLR422W	S000004414	genetic
S000000913	YER111C	SWI4	DCR2	YLR361C	S000004353	genetic
S000000913	YER111C	SWI4	DEF1	YKL054C	S000001537	genetic
S000000913	YER111C	SWI4	DEG1	YFL001W	S000001895	genetic
S000000913	YER111C	SWI4	DEP1	YAL013W	S000000011	genetic
S000000913	YER111C	SWI4	DEP1	YAL013W	S000000011	genetic
S000000913	YER111C	SWI4	DEP1	YAL013W	S000000011	genetic
S000000913	YER111C	SWI4	DEP1	YAL013W	S000000011	genetic
S000000913	YER111C	SWI4	DEP1	YAL013W	S000000011	genetic
S000000913	YER111C	SWI4	DEP1	YAL013W	S000000011	genetic
S000000913	YER111C	SWI4	DFR1	YOR236W	S000005762	genetic
S000000913	YER111C	SWI4	DHH1	YDL160C	S000002319	physical
S000000913	YER111C	SWI4	DHR2	YKL078W	S000001561	genetic
S000000913	YER111C	SWI4	DIA2	YOR080W	S000005606	genetic
S000000913	YER111C	SWI4	DID2	YKR035W-A	S000006435	genetic
S000000913	YER111C	SWI4	DID2	YKR035W-A	S000006435	genetic
S000000913	YER111C	SWI4	DML1	YMR211W	S000004824	genetic
S000000913	YER111C	SWI4	DNA2	YHR164C	S000001207	genetic
S000000913	YER111C	SWI4	DNA2	YHR164C	S000001207	genetic
S000000913	YER111C	SWI4	DOA1	YKL213C	S000001696	genetic
S000000913	YER111C	SWI4	DOA1	YKL213C	S000001696	genetic
S000000913	YER111C	SWI4	DOA1	YKL213C	S000001696	genetic
S000000913	YER111C	SWI4	DPB11	YJL090C	S000003626	genetic
